year,BCCA_0-125deg_tasmax_day_ACCESS1-0_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_ACCESS1-0_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_BNU-ESM_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_BNU-ESM_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_CCSM4_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_CCSM4_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_CESM1-BGC_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_CESM1-BGC_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_CNRM-CM5_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_CNRM-CM5_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_CSIRO-Mk3-6-0_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_CSIRO-Mk3-6-0_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_CanESM2_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_CanESM2_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_IPSL-CM5A-LR_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_IPSL-CM5A-LR_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_IPSL-CM5A-MR_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_IPSL-CM5A-MR_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_MIROC-ESM-CHEM_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_MIROC-ESM-CHEM_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_MIROC-ESM_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_MIROC-ESM_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_MIROC5_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_MIROC5_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_MPI-ESM-LR_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_MPI-ESM-LR_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_MPI-ESM-MR_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_MPI-ESM-MR_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_MRI-CGCM3_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_MRI-CGCM3_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_NorESM1-M_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_NorESM1-M_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_bcc-csm1-1_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_bcc-csm1-1_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_inmcm4_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_inmcm4_rcp85_r1i1p1
2051,20.710173,22.02248,20.496847,20.582443,21.230526,20.754625,21.032116,21.71842,19.89226,21.34878,20.270826,20.818766,20.14741,21.810965,21.230148,21.534668,20.393087,20.78927,20.350885,21.949993,20.59515,21.763252,21.791664,21.930231,18.724363,19.965406,20.400723,22.333506,19.94345,18.47158,20.90526,20.636217,20.634796,20.607096,19.605772,19.329132
2052,21.597878,21.868399,21.806562,21.225767,20.228872,21.546621,22.514856,20.522192,20.349249,20.680786,20.785328,19.470083,20.235308,21.538994,21.075537,21.491259,20.413609,20.040062,20.468658,21.950756,20.074707,21.21278,21.776165,20.713503,19.766249,20.939316,20.702105,21.804306,19.581469,20.597681,19.224852,21.330748,21.760918,20.925014,19.174538,19.166687
2053,21.449919,20.53107,20.631514,22.154783,21.35743,22.235918,20.923477,20.454151,18.716051,20.791502,20.49035,20.05108,19.94802,21.166443,20.870237,21.511126,21.213638,21.445782,20.890524,21.68615,20.990768,21.903183,21.345602,22.087797,20.300562,21.797009,22.042227,20.285435,19.038183,20.581247,20.828508,20.730444,19.756004,22.206347,18.474014,20.22917
2054,20.55958,22.649857,22.27695,21.703703,20.935959,22.862982,20.877644,21.452467,20.681438,20.303726,20.223204,22.046772,20.717215,22.256859,21.500866,21.399378,20.62409,21.952042,21.623844,21.44158,20.904713,21.167107,21.787045,22.05654,19.326197,19.447748,20.569042,19.558907,19.018404,20.064606,21.406609,21.184061,20.866402,21.968933,18.850595,20.344162
2055,20.671003,21.827494,19.003584,21.802034,20.183235,20.868551,20.72791,21.474375,19.026423,20.97256,21.13045,20.055704,21.329987,21.21148,19.936468,21.085196,20.986153,21.920403,21.585129,22.440077,19.938602,21.922215,22.285849,21.884075,20.243853,20.53375,21.405643,21.179127,20.09774,19.429256,20.44697,21.775951,19.439789,21.193047,19.930607,20.185467
2056,21.142899,22.772617,21.92711,22.615736,21.296831,21.289354,20.61876,21.766203,19.797363,21.099163,21.116787,20.806627,21.325817,21.753464,21.850523,22.233437,21.428383,21.522131,20.521147,22.691093,20.154657,21.893984,21.757856,20.893675,21.151798,21.168491,21.15043,21.494846,19.879543,20.19476,20.339306,21.972607,21.033194,20.275276,19.001623,19.644802
2057,21.46735,21.139048,21.428543,21.50462,20.802,21.532293,20.415474,21.197338,21.486269,19.358421,20.487738,20.271807,20.91126,22.129232,22.451525,21.270536,21.30737,21.33384,21.565746,22.78131,20.148294,21.98063,21.6014,21.621183,19.78137,21.74223,19.869034,20.646454,20.274044,19.069117,20.700382,21.84918,22.269552,20.44018,19.421255,21.201725
2058,20.815105,22.38666,21.371376,20.5327,21.663631,22.25243,19.91404,20.840227,20.12503,22.399477,20.45489,22.312195,21.982897,21.63182,21.101648,21.601162,20.03808,22.020237,21.996943,20.210272,21.04966,22.346954,20.861965,21.708685,20.201046,22.242815,22.756907,21.66941,19.515434,20.405018,19.62123,21.013367,21.505028,22.332047,20.100592,20.457663
2059,21.563509,23.670853,20.331316,21.392971,20.81353,21.841864,23.049631,21.719114,20.65421,20.731104,21.252039,20.926544,21.140238,21.674223,21.325048,21.661348,21.08698,21.090868,21.223135,22.040098,20.89073,22.856014,20.79919,21.722399,19.172474,22.689934,21.873207,20.844566,18.58071,20.511353,21.085005,22.278244,21.477985,22.17223,19.633991,21.246984
2060,21.709425,22.060373,21.590912,22.154125,21.105251,21.007137,21.35595,21.66333,20.601603,20.995499,20.843782,21.521358,20.396923,23.08405,20.955122,21.957716,21.628637,22.200981,20.994202,22.289661,20.536736,22.42593,20.957525,22.110233,19.33059,22.868494,18.26444,20.257696,20.02778,20.21923,21.530579,21.048063,21.5506,20.670105,19.897715,19.540667
2061,21.488798,20.978502,21.638588,21.011787,21.033354,21.695644,21.457085,22.37531,21.128496,21.668236,21.385159,21.8189,20.505434,22.277355,20.608276,20.96204,20.64014,22.785213,21.74571,22.979868,20.836718,22.969816,20.23762,22.254843,21.175095,22.182644,20.91283,22.707869,19.964582,20.745872,22.211657,20.898464,21.190575,20.24738,19.492931,21.097954
2062,21.949419,22.478865,20.999498,22.354538,20.262077,21.589893,20.616972,21.5501,21.124117,21.412384,21.034914,21.54689,20.792059,21.065067,20.823118,21.733253,22.127874,22.41329,22.282701,22.406336,21.551056,22.660404,21.52272,22.509687,20.879845,22.147804,19.178593,20.881472,19.604898,20.681742,21.071653,23.30434,21.184523,20.914013,19.371607,21.181065
2063,20.736225,21.662096,21.814402,21.588726,21.851765,21.184198,21.836287,22.0276,19.962523,21.398924,20.771042,22.201935,21.395412,20.998909,21.256598,21.379044,20.366203,23.405386,21.130295,22.016254,22.015888,22.533579,21.664345,22.437906,18.401735,20.230522,19.10944,21.065042,18.844276,19.986914,21.335583,22.851181,20.847187,21.155996,19.988607,21.27369
2064,22.255545,21.988413,19.806135,20.89955,20.669868,22.348343,19.623137,20.998667,20.934698,22.04159,20.907803,23.513985,20.949589,22.462748,21.886044,22.544163,21.03481,21.898914,20.898518,23.039318,20.63954,21.90527,21.339254,22.904768,20.798834,22.323618,23.127525,21.725227,19.632467,19.920944,20.326006,21.48772,21.373323,21.394424,18.798475,20.751
2065,22.619164,21.69593,21.802519,22.325314,20.47679,22.205475,20.85584,20.63203,21.004526,21.073858,20.770197,21.20694,21.028654,22.882864,20.876543,22.194588,20.30895,22.306995,22.012617,23.06648,21.122005,22.576933,21.46493,21.761538,20.08345,22.449488,21.5933,23.33491,19.36181,19.428516,22.24369,20.98253,20.881052,21.938404,19.274275,21.387253
2066,21.84143,23.667633,20.974382,21.995111,20.58922,21.989689,20.896572,21.640047,20.595236,20.83382,21.990559,21.219307,20.935715,23.67842,20.523672,22.466198,21.297134,22.045599,21.501947,21.356585,21.805553,22.575266,21.182663,21.55082,20.064428,22.391504,20.77378,22.214905,19.687624,19.541828,21.657478,22.518852,20.51839,21.766209,19.687904,21.395239
2067,21.66479,22.65917,22.314775,21.061977,21.211044,23.078238,20.614672,21.847744,19.116228,19.849483,21.2064,23.288342,20.482985,21.299318,20.887756,22.729412,21.332195,23.176046,22.342352,22.03763,22.080488,22.081821,22.073277,21.699312,20.730381,22.514135,18.751839,21.466864,18.715034,19.433996,21.33722,21.4771,20.767712,21.682806,20.46134,20.1837
2068,21.15457,23.115768,20.266867,22.879486,21.176874,22.148645,21.180975,22.083126,19.900978,21.974886,20.835676,22.783747,19.83009,21.542542,20.71393,22.34146,21.474134,21.92427,22.039686,22.391632,21.037275,23.041447,21.732744,23.280962,19.978605,21.206257,20.776712,23.242834,18.791046,20.894207,22.312096,21.32846,19.557816,21.103426,18.478436,21.295609
2069,22.07118,22.004969,20.997503,23.094656,20.902683,21.962069,20.470873,21.759464,18.913937,20.730583,20.684792,22.588455,21.372078,22.840544,22.063694,22.54874,21.559061,22.521605,22.256067,22.958805,21.52295,23.010244,21.902008,22.724052,20.679762,21.794317,21.036081,21.586624,19.63517,19.828175,21.220133,23.082052,20.885729,22.104475,20.338377,22.217344
2070,21.520994,23.18101,20.1895,22.462585,20.206068,21.62911,21.401562,21.29488,20.615158,22.450394,21.929705,22.287289,21.581451,22.827484,20.370209,22.82758,21.64657,23.370283,21.860384,23.49549,21.238638,22.289137,21.439283,23.63687,18.756262,21.44534,21.078938,22.51267,19.384796,20.771933,20.791668,23.388296,20.325932,22.015099,19.676996,20.015543
2071,21.277678,22.52765,21.99861,22.036615,20.58675,22.072195,21.727018,21.479832,20.871002,22.278292,20.016981,21.87623,21.808676,22.805613,21.482527,22.69082,21.296808,23.331245,20.773724,23.034075,21.839325,22.574848,21.650877,22.07666,21.490265,22.217897,20.6181,22.072678,19.197126,20.60213,20.52757,22.179415,21.89401,21.940329,20.037153,19.778332
2072,21.851686,22.126091,20.048584,21.70792,21.536247,22.989315,20.682573,22.253956,20.980993,20.930483,21.609322,22.06444,21.06567,21.650135,21.545454,23.494678,19.467588,23.174612,20.590488,23.296024,21.44629,22.754105,20.158157,23.562246,21.566372,22.857092,22.047716,22.57231,18.8631,20.554949,21.05535,22.034801,21.11508,20.684809,20.343987,21.242006
2073,21.24166,22.546097,23.017633,22.758615,21.253075,22.116457,20.326937,21.486588,20.583252,21.514917,21.666798,22.44369,21.839146,23.35421,22.189714,23.462877,20.456669,23.685076,21.550106,23.827002,21.883999,23.30664,21.40236,22.217272,20.286043,22.059305,20.522982,23.076025,19.225828,20.889002,21.415424,22.342028,20.797913,21.66684,19.875666,22.185526
2074,20.510063,23.264675,21.081757,22.90256,20.736223,22.550785,21.309305,22.560795,21.177216,21.667435,21.014235,22.376934,21.216663,23.674877,21.487549,22.19752,21.007904,23.810093,21.857267,23.69543,21.983286,23.193604,20.540207,23.171938,19.789139,21.18381,19.842653,22.27864,19.779562,20.187544,20.66258,21.987434,21.338879,23.017729,20.524035,22.230602
2075,20.309433,24.164932,20.939257,23.017857,20.135046,22.361483,20.247557,21.540464,19.857115,21.21567,20.707409,23.163158,22.45511,22.531057,21.047102,22.245861,20.930769,22.674162,21.277695,23.51143,21.550398,23.40087,21.585331,22.781633,21.862438,21.671452,20.710924,22.47996,20.149649,19.982203,21.950525,22.221073,20.685457,23.131615,19.5371,20.409996
2076,20.545279,23.729769,23.25804,22.866283,21.410376,22.184246,20.76321,23.459187,19.904222,22.655828,21.351078,22.663443,22.20078,22.96331,21.253557,23.004648,20.344275,23.015245,20.91794,24.00171,21.184454,23.42591,21.821304,24.039309,20.675825,22.335997,21.195938,22.269934,20.2493,21.128654,21.01131,21.98663,18.56327,22.503632,19.748837,19.834106
2077,21.410763,23.670044,22.526602,23.045794,21.05601,21.657137,21.495228,22.471924,21.182196,21.649563,21.435822,23.241968,21.658714,23.356668,21.339592,23.53282,21.600838,24.131573,21.922626,22.289074,21.387428,23.848766,21.735159,21.456242,20.961435,22.611187,20.09352,21.548655,20.992544,20.268682,21.32788,23.2847,21.533077,21.95602,19.24982,20.370962
2078,21.335243,23.3894,21.453487,23.470627,21.179846,21.75537,20.555674,22.366997,20.913685,22.34651,20.280256,23.33634,20.720001,23.39916,19.878454,23.738272,22.528362,23.39191,21.80496,23.58909,21.88023,23.668335,22.090092,23.457073,20.667126,21.366457,20.5076,21.139755,19.859089,20.011671,22.008629,23.762392,20.69882,21.832472,20.132374,21.147282
2079,22.487871,22.951368,20.402512,23.452507,22.064651,22.937786,20.472383,21.54774,20.074585,22.4668,20.819723,22.688423,22.096869,22.011126,20.268238,24.239313,20.378908,22.140133,22.348814,24.678686,21.642843,22.908848,20.974802,23.735315,20.904293,23.254242,21.396564,21.309008,18.902185,20.751812,21.677017,23.916027,20.00184,22.72491,19.166788,20.874588
2080,21.862404,23.768,21.29984,22.004602,21.353176,22.894733,20.903873,23.047739,21.813929,22.28665,21.418644,21.732609,21.200846,21.820145,21.458113,23.344915,21.261482,22.672943,21.350222,24.335295,21.286894,23.184883,21.62942,24.048174,19.30933,22.98916,22.645208,23.490479,19.690014,20.803389,20.858006,23.023972,20.127373,23.523136,21.10086,21.22882
2081,21.616453,23.945053,22.210747,23.232697,21.41009,22.862595,21.041334,22.517725,19.152859,23.076433,20.845016,21.62581,20.879915,23.813314,22.182083,22.848602,20.846918,24.077642,20.797293,24.025614,20.844143,23.556425,21.718798,23.081362,18.501522,23.319872,20.305405,22.602858,19.795494,20.124096,20.06782,21.993975,22.106186,24.060255,19.273602,21.091938
2082,22.625954,23.824972,21.992428,23.201612,21.004807,23.230667,21.41721,22.778107,22.209255,21.855976,22.01893,22.249983,22.655025,22.69553,21.669209,22.1573,22.768457,23.091396,21.225006,23.796558,21.483046,24.51198,21.600761,22.959406,21.383202,23.057297,20.534681,21.61298,19.96462,21.460714,21.179256,22.824125,20.329275,24.103764,19.63369,20.779821
2083,22.828117,23.626427,21.197027,23.733936,22.014652,22.349453,21.5294,22.302538,21.374151,21.813078,20.832937,22.286137,21.902538,22.795012,22.26516,23.435602,20.275452,23.620098,21.519844,23.91505,21.211428,24.006739,21.02221,23.119345,20.866278,22.400936,21.604939,23.910288,20.617788,20.76238,21.316069,23.111326,20.95599,23.044155,20.435867,22.176016
2084,22.410969,23.39369,21.965445,23.52031,20.8723,22.184378,21.140207,22.4158,20.245752,21.62965,21.587803,22.290438,22.16779,22.792637,20.81433,22.806557,20.976837,23.509554,21.473679,24.151415,21.644102,23.837534,21.49109,24.49909,20.562265,22.503714,21.666916,21.979399,19.477634,19.413853,20.364738,22.679405,21.517569,23.54863,21.136364,21.037888
2085,21.61181,23.135462,21.121145,22.693933,21.46619,23.21911,21.379362,22.08481,20.659716,24.01356,20.991728,23.234833,21.156664,22.808722,20.893839,23.832144,21.759188,23.711683,21.49385,24.868834,21.910637,24.51734,21.129547,23.928268,19.996422,24.346106,22.025394,22.280111,19.67722,20.818626,21.305235,24.4615,22.458582,23.605038,19.68698,20.56537
2086,21.509148,22.760576,20.0821,22.993683,20.826239,22.332916,21.708786,23.410442,21.488083,21.030466,20.226967,22.87861,20.667568,23.11243,21.149645,23.946861,21.899754,23.256025,20.94534,25.421213,22.36571,24.688854,20.18068,22.806602,20.639996,23.391056,20.487497,21.718887,19.488773,21.79587,22.982908,23.68312,20.512423,22.787447,20.424023,21.202572
2087,23.14554,24.90233,21.688707,23.71839,21.458315,23.044296,21.382328,23.613974,20.72003,21.937733,20.628345,22.932236,21.762932,23.427784,21.134491,23.317533,20.425812,23.696945,21.49765,24.35994,20.771526,25.465197,23.230453,22.908133,20.526768,23.35342,19.134752,22.773064,20.556824,21.40003,21.82749,22.099678,20.62639,22.998735,19.166225,21.664825
2088,21.41736,24.2086,22.062996,25.443909,20.308964,22.365696,21.779762,23.149754,21.167406,22.377434,22.191494,24.511366,21.229307,23.984331,21.34802,23.168976,21.132511,24.458647,21.925802,24.581764,21.342112,24.439054,21.073736,23.674852,20.82446,23.216974,19.794312,23.091024,19.159418,21.061466,22.08247,23.507626,20.332937,23.460104,18.441774,22.717752
2089,21.624708,24.631096,21.20121,24.381435,20.130756,22.585749,21.465746,22.852303,20.67031,22.111172,21.507286,22.978222,20.035767,22.086336,21.115223,23.97637,20.858837,23.823772,21.81028,24.986532,21.7379,24.473572,22.274588,23.073286,20.244963,23.089228,20.644953,23.232924,19.518854,20.442465,21.0808,24.533268,21.532467,23.54996,19.421766,20.896221
2090,21.625303,23.925413,20.909788,23.08921,21.725506,23.515541,21.29942,22.96246,22.55561,22.645445,20.82879,24.174362,20.560463,23.353275,20.733963,23.8765,21.839006,24.063833,22.24968,25.78928,21.891647,23.658258,21.33807,22.537134,19.83317,22.457363,20.613525,23.894676,19.55539,21.545761,20.87563,23.486452,20.382885,24.58024,20.433355,21.795996
2091,21.1523,24.177727,21.303291,23.807356,20.51817,23.859179,20.772367,22.78961,20.899551,22.79118,21.349377,22.88031,21.330595,24.292063,20.60765,24.986094,21.338371,23.860163,21.59675,25.03951,21.177353,25.472893,21.91085,22.88476,21.415638,23.311077,20.127468,23.317003,18.917326,21.813852,20.960037,23.585485,20.772903,23.063677,20.443882,21.554743
2092,22.745623,24.184885,20.827063,24.883297,21.021936,22.471445,20.84424,23.09225,21.072569,23.477423,20.349123,23.132883,21.09404,23.387024,22.334959,25.177725,21.487272,23.478346,21.1267,25.117321,21.204258,25.085682,21.138096,23.771765,22.493597,24.157145,20.069483,21.947063,18.749954,21.27538,23.176641,23.079,21.417614,22.89137,20.756186,20.92172
2093,21.729876,24.586958,21.983297,23.604874,21.089598,23.668108,21.959362,24.37946,20.050024,20.974642,21.697521,24.060486,21.563742,24.710196,21.892725,24.890335,20.998539,23.776527,22.098621,24.623398,21.718254,24.08875,21.678553,24.343996,21.88157,22.340042,21.659231,23.90715,20.727148,21.894712,22.055256,23.742266,20.636274,23.070934,20.240456,21.690334
2094,21.940592,25.792711,21.386284,25.496168,21.029974,23.912657,21.08198,23.160261,21.238646,23.37872,21.568937,23.272856,21.195887,24.48757,21.038221,23.372044,21.646374,24.353504,22.59883,25.155703,21.330553,26.067568,21.933842,24.37957,19.535992,22.976921,21.767994,24.92266,20.019142,21.56576,21.605316,25.443398,20.475477,22.92474,19.940287,21.618172
2095,22.239613,24.944891,22.321241,24.160973,20.564646,24.502443,21.031082,23.425262,22.342184,23.830786,21.135113,23.857521,20.978811,24.324015,21.545954,24.096054,21.201277,23.322256,22.278423,24.559753,21.468678,25.128115,21.316021,23.62045,21.065485,23.257902,20.34313,24.17748,19.748648,20.927866,21.434656,23.40198,20.38792,23.390171,20.332293,20.299059
2096,23.836391,25.651152,20.652441,25.308163,20.669048,23.208807,20.90634,22.716244,20.126202,22.910162,20.579836,23.619282,21.404034,24.935972,21.35889,24.052,21.811846,24.803568,22.331785,24.83747,22.246847,25.604126,22.132856,23.326687,21.09032,23.960144,21.040863,23.933355,19.567945,21.231335,21.263584,23.393654,20.01011,23.941345,19.114351,22.157251
2097,21.984634,24.550303,21.848904,24.513796,22.534586,24.433056,21.125223,22.616203,21.394417,21.706059,22.349188,24.179752,21.944855,25.804424,21.84821,24.4189,20.845812,23.896765,21.358505,25.287664,22.2354,25.308596,22.091963,23.820213,21.940147,23.432737,20.974304,23.194504,19.292381,20.557558,21.986284,23.88424,19.98305,22.841585,19.40253,21.481928
2098,23.056276,24.402851,21.55964,23.915537,22.769396,22.257969,22.22011,24.165676,21.458498,23.496815,22.094856,24.187656,21.814741,23.348114,20.782991,24.935612,20.81904,24.464151,21.049368,25.991867,22.040998,25.398983,21.959782,23.860924,21.20948,23.042759,19.321375,21.719534,19.274141,22.583668,20.122107,23.797722,20.708399,22.759321,20.014523,21.123774
2099,21.75638,25.006039,22.078196,24.074553,20.581553,23.966478,21.111565,23.734726,21.646116,23.216957,21.98581,23.986046,20.365128,22.832638,23.05932,23.724615,21.551079,24.560625,22.505371,25.993715,20.107132,24.895472,22.747833,25.057858,21.216597,23.59758,22.131676,24.281399,20.215195,22.174036,21.377151,23.13156,21.489506,22.953856,20.077547,23.39012
2100,23.029543,25.331863,21.342953,23.585138,20.258966,21.95734,21.002417,22.812609,21.255556,23.034773,21.28852,23.87691,22.111488,24.04577,20.788,24.018578,21.078299,24.6399,21.732553,26.212439,20.353369,26.003649,0.0,0.0,20.497458,24.661827,21.124966,25.13574,20.01649,21.305555,20.873621,23.985989,0.0,0.0,20.032503,21.522146
