year,ACCESS1-0_rcp45_r1i1p1-heating_degree_day,ACCESS1-0_rcp85_r1i1p1-heating_degree_day,bcc-csm1-1_rcp26_r1i1p1-heating_degree_day,bcc-csm1-1_rcp45_r1i1p1-heating_degree_day,bcc-csm1-1_rcp60_r1i1p1-heating_degree_day,bcc-csm1-1_rcp85_r1i1p1-heating_degree_day,BNU-ESM_rcp45_r1i1p1-heating_degree_day,BNU-ESM_rcp85_r1i1p1-heating_degree_day,CanESM2_rcp26_r1i1p1-heating_degree_day,CanESM2_rcp45_r1i1p1-heating_degree_day,CanESM2_rcp85_r1i1p1-heating_degree_day,CCSM4_rcp26_r1i1p1-heating_degree_day,CCSM4_rcp45_r1i1p1-heating_degree_day,CCSM4_rcp60_r1i1p1-heating_degree_day,CCSM4_rcp85_r1i1p1-heating_degree_day,CESM1-BGC_rcp45_r1i1p1-heating_degree_day,CESM1-BGC_rcp85_r1i1p1-heating_degree_day,CNRM-CM5_rcp45_r1i1p1-heating_degree_day,CNRM-CM5_rcp85_r1i1p1-heating_degree_day,CSIRO-Mk3-6-0_rcp26_r1i1p1-heating_degree_day,CSIRO-Mk3-6-0_rcp45_r1i1p1-heating_degree_day,CSIRO-Mk3-6-0_rcp85_r1i1p1-heating_degree_day,GFDL-CM3_rcp26_r1i1p1-heating_degree_day,GFDL-CM3_rcp60_r1i1p1-heating_degree_day,GFDL-CM3_rcp85_r1i1p1-heating_degree_day,GFDL-ESM2G_rcp26_r1i1p1-heating_degree_day,GFDL-ESM2G_rcp45_r1i1p1-heating_degree_day,GFDL-ESM2G_rcp60_r1i1p1-heating_degree_day,GFDL-ESM2G_rcp85_r1i1p1-heating_degree_day,GFDL-ESM2M_rcp26_r1i1p1-heating_degree_day,GFDL-ESM2M_rcp45_r1i1p1-heating_degree_day,GFDL-ESM2M_rcp60_r1i1p1-heating_degree_day,GFDL-ESM2M_rcp85_r1i1p1-heating_degree_day,inmcm4_rcp45_r1i1p1-heating_degree_day,inmcm4_rcp85_r1i1p1-heating_degree_day,IPSL-CM5A-LR_rcp26_r1i1p1-heating_degree_day,IPSL-CM5A-LR_rcp45_r1i1p1-heating_degree_day,IPSL-CM5A-LR_rcp60_r1i1p1-heating_degree_day,IPSL-CM5A-LR_rcp85_r1i1p1-heating_degree_day,IPSL-CM5A-MR_rcp26_r1i1p1-heating_degree_day,IPSL-CM5A-MR_rcp45_r1i1p1-heating_degree_day,IPSL-CM5A-MR_rcp60_r1i1p1-heating_degree_day,IPSL-CM5A-MR_rcp85_r1i1p1-heating_degree_day,MIROC-ESM-CHEM_rcp26_r1i1p1-heating_degree_day,MIROC-ESM-CHEM_rcp45_r1i1p1-heating_degree_day,MIROC-ESM-CHEM_rcp60_r1i1p1-heating_degree_day,MIROC-ESM-CHEM_rcp85_r1i1p1-heating_degree_day,MIROC-ESM_rcp26_r1i1p1-heating_degree_day,MIROC-ESM_rcp45_r1i1p1-heating_degree_day,MIROC-ESM_rcp60_r1i1p1-heating_degree_day,MIROC-ESM_rcp85_r1i1p1-heating_degree_day,MIROC5_rcp26_r1i1p1-heating_degree_day,MIROC5_rcp45_r1i1p1-heating_degree_day,MIROC5_rcp60_r1i1p1-heating_degree_day,MIROC5_rcp85_r1i1p1-heating_degree_day,MPI-ESM-LR_rcp26_r1i1p1-heating_degree_day,MPI-ESM-LR_rcp45_r1i1p1-heating_degree_day,MPI-ESM-LR_rcp85_r1i1p1-heating_degree_day,MPI-ESM-MR_rcp26_r1i1p1-heating_degree_day,MPI-ESM-MR_rcp45_r1i1p1-heating_degree_day,MPI-ESM-MR_rcp85_r1i1p1-heating_degree_day,MRI-CGCM3_rcp26_r1i1p1-heating_degree_day,MRI-CGCM3_rcp45_r1i1p1-heating_degree_day,MRI-CGCM3_rcp60_r1i1p1-heating_degree_day,MRI-CGCM3_rcp85_r1i1p1-heating_degree_day,NorESM1-M_rcp26_r1i1p1-heating_degree_day,NorESM1-M_rcp45_r1i1p1-heating_degree_day,NorESM1-M_rcp60_r1i1p1-heating_degree_day,NorESM1-M_rcp85_r1i1p1-heating_degree_day
2075,2207.3762,1467.0142,2049.8772,2190.2551,2420.1514,1659.704,2115.2585,1512.1554,2257.4883,1706.3757,1657.5708,2386.207,2379.0378,2190.4602,1833.3822,2270.3887,1983.2858,2253.8904,2003.1149,2076.091,2101.8176,1669.8538,2096.2483,1763.9604,1649.9685,2428.5762,2092.185,1980.5132,2249.1902,2371.7368,2272.885,2074.9656,1956.509,2476.021,2269.5605,2255.8347,2112.4124,1917.515,1852.7598,2724.438,2118.9014,2056.0137,1764.3435,2002.5563,1835.6326,1824.8748,1466.4872,1922.8356,1970.854,1773.7751,1570.6688,2021.3649,1926.4779,1831.5457,1653.7562,2419.7937,1939.0312,1945.2336,2236.3694,2188.1921,1825.6241,2496.412,2282.435,2331.9038,2304.4436,2470.1458,1898.5702,2100.3894,1859.8987
2076,2247.413,1480.9532,2506.2542,2589.5508,2207.4905,1720.0802,1476.9962,1508.6389,2292.0935,1857.3319,1682.9261,1968.9232,2062.5781,1752.8096,1807.0087,2089.144,1492.3832,2403.032,1710.3011,1981.7777,2029.6384,1721.6825,1910.2722,1894.56,1640.8431,2450.5483,2054.9336,2230.2148,2004.1415,2255.0034,1910.0653,2251.5015,1893.8419,2393.35,2005.7307,2353.7026,2098.3215,1923.1324,1730.9667,2163.5461,2321.8147,2273.975,1814.1656,2181.2744,1932.1246,1856.1663,1467.4176,2153.1477,1892.6255,2134.7607,1594.6212,2076.4907,1892.7858,2014.288,1415.2838,2043.6085,2158.5989,1868.594,2134.6453,2139.7427,1842.4624,2342.1794,2244.8918,2194.67,1925.2072,2403.8699,2312.1863,2325.2346,1885.0106
2077,2010.9009,1673.1746,1979.4224,1893.8793,2385.6094,2159.0706,1786.1173,1525.3368,2007.6222,2019.8411,1594.7101,2380.856,2111.118,2178.1511,2049.2659,1802.2373,1645.2053,1928.3488,1723.2974,2116.6357,1913.1631,1676.4934,2304.5127,2129.6553,1802.9196,2304.586,2365.356,2195.0017,1628.571,2569.0754,2421.9185,2037.7825,2306.5603,2481.5515,2304.7935,2191.4124,1987.7303,2298.443,1578.853,1930.2306,1915.4105,2216.4177,1452.9451,2073.0227,1712.881,1865.875,2037.5704,2190.2583,1895.1976,1860.9116,1439.0348,1846.1145,1864.5602,1987.7926,2054.6184,2264.7825,1990.2095,1820.2998,2832.6057,2208.2944,2053.6155,2425.5945,1919.7118,2345.3604,2322.4204,1978.2535,2014.9294,2034.0626,1539.7677
2078,2046.557,1572.3873,2267.0278,2120.0457,2308.4932,1958.4954,2008.7775,1667.5844,2066.6038,2092.5173,1575.5763,2161.9646,1977.5299,2115.9414,1955.1869,2061.4207,1813.0996,2091.758,1847.4625,2271.9714,2191.8494,1665.2195,2182.7144,1919.36,1815.6962,1991.875,2461.2573,2226.6343,2130.8486,2438.446,2327.4458,1986.7777,2112.6313,2097.119,2080.161,1967.1633,2346.1611,2158.2092,1440.9646,2097.0874,1786.0588,2088.9834,1753.2028,2280.673,1714.3506,1629.895,1446.1798,2064.0312,1783.0349,1861.0215,1470.0135,2380.771,1857.7711,2017.4109,1458.8845,2506.9282,2067.0051,2019.4778,2706.2693,2224.8586,2035.647,1956.141,2303.2664,1795.8359,2388.6926,1826.6422,1705.3329,1733.5283,1290.6388
2079,1807.6514,1797.0173,2192.4927,2244.977,2384.7864,1773.1694,2190.4934,1469.2214,2107.4448,1823.3506,1955.8954,2197.6487,1724.3738,1821.2379,1633.675,2144.9966,1844.6168,2146.7563,1520.182,1996.4868,2107.0806,1821.7609,2066.8596,1851.7057,1653.8457,2269.8496,2200.807,2062.3547,1841.2267,2369.6838,2556.4758,1944.4717,1655.8748,2533.039,1997.6987,2136.4365,2240.741,2318.0273,1463.855,2426.1074,2174.7705,1926.5768,1790.3857,1916.7328,1627.4965,1791.586,1433.1891,2179.3574,1861.1536,1980.3569,1630.4343,2066.548,2056.3936,1694.6329,1497.1396,2396.392,2195.377,1729.4921,2503.0276,2011.1738,2046.7653,2711.3567,2494.3435,2045.836,2087.3425,2028.7251,2001.8674,1559.1519,1477.6693
2080,1881.4084,1478.6086,2689.3247,2252.7043,2170.4343,1645.7964,2019.4106,1852.4998,2252.5718,2063.4758,1958.4916,1680.0496,1897.0083,1693.5544,1541.6344,2039.8859,1653.0841,1744.8855,1703.3811,1859.4275,2172.5303,1944.7408,2263.924,1788.0887,1821.3427,2428.9905,2303.1472,2129.8054,1853.3998,2436.7742,1984.0437,2166.6738,1752.938,2056.9666,1924.992,1969.4268,2125.5295,2293.8938,1610.8582,2186.6294,2001.1072,1926.5825,1956.7023,2141.3945,1867.3777,1884.2214,1439.5557,2151.636,1948.1763,1623.0736,1586.9468,2080.7986,2024.7754,1843.0859,1289.0294,2518.7278,2476.2815,1687.7688,2554.8152,1745.5763,1666.0117,2298.1274,2327.505,2301.5854,2093.0662,2182.8938,2115.7134,1395.5061,1586.4583
2081,1974.2013,1599.5054,2336.1003,1755.5945,2277.1099,1397.6826,1669.2435,1562.1694,2077.458,2212.5725,1626.7319,2411.1948,1977.2678,2032.3937,1658.2928,2004.7743,1640.6971,2378.5862,1542.1696,2229.579,1990.9337,2082.7405,1977.6119,2002.129,1363.9395,2479.395,2080.203,2083.941,1502.8105,2484.3442,2002.3511,2020.3552,2250.2625,2186.3267,2085.784,2353.0315,1569.3799,2152.2312,1605.1161,2263.4036,2163.652,2021.0751,1588.2388,2291.6711,1996.6171,1954.3256,1293.5463,2164.0198,2070.5059,1644.6051,1574.9103,2242.19,1989.3949,1983.2999,1646.2097,2653.1387,2759.4756,1580.466,2362.9734,2207.7607,1744.106,2377.9297,2348.3225,2073.8452,2333.9458,1909.9542,2364.2983,1590.4993,1801.9529
2082,1768.3915,1550.2799,2446.7275,2123.3079,2270.5142,1473.7042,1768.5056,1471.372,2174.961,1622.1337,1735.5461,2536.4893,2114.502,2198.4932,1635.9634,1962.4447,1659.2955,1811.2563,1863.807,2437.3008,1854.2424,1817.736,1876.0897,1797.5299,1643.877,2519.8914,2136.7075,1812.5616,1549.4957,2652.8987,1994.6393,1851.478,1862.4368,2328.6482,2036.1384,2119.828,1983.3503,1834.7516,1998.5402,2628.8372,1670.9379,1822.8499,1883.7003,2353.0244,2057.0603,1695.3903,1495.1277,2284.922,1906.07,1640.4011,1426.9187,2036.7749,1938.9437,2066.6855,1676.3839,2545.5217,1937.4275,1672.6453,2599.8867,2080.6885,1979.1649,2064.5146,2273.4304,2244.6985,1787.8774,2406.9285,2036.0751,1750.8246,1642.6414
2083,1818.779,1678.0503,2333.01,2181.6665,2498.1094,1672.9358,2050.3335,1456.5249,2157.578,1761.1438,1654.4688,2085.925,1799.6885,1921.8092,1833.178,1837.0747,1871.4513,2074.7795,1681.3873,2736.7922,2157.8557,1738.0662,2262.9202,1777.7086,1518.1478,2158.3655,1890.652,2288.76,1873.3191,2250.9043,2124.092,2106.491,1840.2822,2089.642,1854.6278,2614.9714,1729.3502,2180.8474,1486.5864,2112.0266,2245.7551,1933.4695,1708.5951,1892.116,1917.626,1719.9775,1539.7532,1656.0851,1862.1984,1658.16,1532.5345,2058.629,2040.5262,2200.1455,1623.7811,2534.0413,2196.0642,1912.0378,2279.389,1992.9875,1389.1163,2184.408,2043.7584,2396.489,2027.6147,2384.8765,2037.5468,2185.0557,1691.4044
2084,1737.1433,1653.9578,2398.6565,1895.6605,2208.0156,1489.5939,1789.985,1354.2097,1784.683,1738.3339,1812.7883,2519.1497,2145.2761,1830.8892,1729.1969,2034.2922,1906.6702,2043.526,1872.4521,2121.916,1914.3251,1795.4435,2089.269,1893.0563,1247.274,2375.4004,2167.7112,2303.3503,1911.9702,2115.1223,2455.4878,2212.9373,1776.6682,2057.0403,1966.224,2559.1763,2113.1013,1877.1415,1680.6215,2227.2375,2180.643,1905.8687,1618.5204,1788.3304,2006.9476,1705.6848,1282.5936,1963.0328,1910.1727,1942.4589,1518.2144,2283.615,1845.6141,1876.8834,1314.2042,2341.0447,2055.6604,1958.6089,1941.6031,1838.654,1904.8025,2445.2437,2437.9905,2511.3345,2437.2295,1976.9285,2089.942,2239.0532,1706.4736
2085,1974.8994,1712.8812,2553.6199,1708.4065,2439.0483,1638.5876,1969.3569,1694.1406,1968.5266,1968.1039,1782.6298,2157.8,1947.3472,2088.121,1466.3457,2032.705,1825.0734,2045.1989,1376.0996,2403.3677,1960.7888,1576.6421,1963.215,2054.4546,1627.7086,2380.7861,1946.1599,1860.8048,1581.8385,2718.4695,2327.297,2091.3152,1846.3369,2185.6646,2140.6697,2146.9558,2007.5713,2034.4993,1625.7998,2505.831,1907.5052,2156.2988,1610.729,2024.3617,1851.1794,1877.9993,1365.7657,2185.0085,1838.9446,2111.7974,1353.0796,1819.6866,1998.9003,2098.6301,1519.4557,2588.1736,2343.4656,1429.8617,2495.713,1842.87,1804.557,2176.986,2337.3518,2518.594,2076.3489,2346.1238,1977.3699,2150.5662,1254.8114
2086,1998.2275,1977.5327,2289.2588,2172.7207,2443.9524,1836.8322,2328.617,1610.682,1992.85,2134.398,1588.8057,2242.594,2104.1516,1850.6693,1963.58,1965.7141,1609.3026,1761.2902,1958.4872,2456.3044,2152.5068,1717.961,1816.6207,1656.2009,1923.2567,2338.7324,2258.1523,2138.426,1819.5597,1967.2988,2469.1865,2325.5771,2010.4502,2067.1074,2023.8639,2246.619,1923.4686,2172.5173,1501.7069,2257.3767,1871.2913,1761.5326,1668.767,2133.5808,2144.9343,1824.7236,1048.5189,2118.1487,1615.9769,1595.2151,1281.4254,2049.1702,2479.9116,1660.7382,1755.7277,2379.0955,2220.8306,1670.8069,2190.955,2102.426,1964.1045,2501.3184,2431.062,2352.8267,1979.7955,2247.4114,1600.9357,1758.769,1410.5283
2087,1760.2112,1471.7053,2040.4337,2218.4785,2459.2725,1620.554,1881.0321,1560.6367,1989.7815,1958.3948,1583.1227,2155.662,1923.6273,2176.3997,1720.6157,1981.3497,1423.3077,2123.025,1600.2053,2116.9626,2227.856,1699.5663,2021.3096,1849.4667,1555.1259,2335.4792,2179.1147,2022.5243,1626.0428,2620.53,2016.6127,1837.6819,2002.4502,2351.429,1937.566,2085.9949,2001.1996,2202.1187,1675.6876,2440.8257,2217.2954,1860.937,1664.881,2298.1423,1902.864,1548.7125,1399.3427,2066.185,2079.779,1555.2346,1205.0696,2144.1409,1454.6473,1695.369,1663.1196,2043.5037,2160.1277,1681.0215,2253.093,2576.867,1839.1703,2268.8347,2120.8135,2144.419,1956.2869,1952.4893,1891.9132,1689.8373,1707.8258
2088,1981.2657,1641.1658,2225.23,2268.8706,2128.5125,1660.7944,1757.8917,1187.5518,2169.62,2053.2854,1541.6365,2509.5264,2186.8845,1850.0889,1755.2942,1723.2772,1607.0902,1947.77,1675.2437,1764.3158,1661.1243,1561.5498,2181.3752,1713.557,1489.5704,1886.325,2171.6052,1896.7982,1913.5803,2141.8503,2202.18,2131.736,1691.8475,2665.2056,1899.8235,2394.9949,2042.3304,2153.0532,1849.7166,2314.3057,1994.0612,1818.0316,1686.9255,2056.2805,1870.2018,1574.7294,1452.8004,2116.7644,1883.3583,1882.356,1485.724,2027.7313,2061.7393,1705.59,1450.4094,2271.201,2093.474,1775.5332,2251.2395,2393.3066,1533.7594,2612.6035,2454.6755,2452.8943,2033.4459,2169.158,1759.609,1958.7407,1531.3623
2089,1900.4988,1453.9365,2274.0825,1932.1035,2388.7595,1666.5343,2072.7478,1291.2097,2043.8739,2150.0347,1942.1333,2239.612,2272.784,2176.1907,1759.0099,1933.5087,1743.751,2099.486,1799.9055,2043.4794,1850.6143,1791.8938,1810.865,1696.771,1610.6815,2549.413,2340.2021,1895.3727,1853.2037,2411.8638,2335.6934,2420.3596,1888.6383,2377.9238,2017.7861,2215.4958,2104.5332,1728.9014,1507.5349,2307.1892,2213.4207,2131.7317,1634.6014,1907.0092,1849.8772,1645.2263,1277.1654,1982.9583,1873.3479,1990.0317,1355.1609,2324.2773,1537.5137,1812.4712,1677.9719,2249.448,2250.5112,1629.5415,1924.8475,2031.397,1612.7587,2458.6282,2345.431,2023.7937,2131.8728,2191.181,2118.5994,1882.8279,1342.6434
2090,2078.6943,1695.2449,1976.8861,2213.4146,2332.969,1533.4905,2148.711,1665.4187,2495.7537,2062.7498,1823.3141,1871.9846,1907.0613,1861.9744,1440.309,1837.7106,1863.2924,1603.1702,1584.3673,2246.7664,2035.4506,1410.6489,2305.8074,1756.7446,1073.8066,2360.8684,2681.376,2123.6501,1719.3641,2758.2595,2228.0254,2200.2734,1815.3425,2083.8804,1860.8152,2481.2458,2088.9053,1828.6887,1530.4283,2105.065,1827.6902,2143.3975,1475.678,2066.7231,1709.6157,1718.6847,1279.9419,2025.3981,1817.2802,1789.6051,1573.0659,2254.4346,2051.5242,2154.5237,1713.007,2217.0322,2371.4028,1827.0048,2391.9333,2088.94,1680.5343,2152.2087,2245.197,2100.8025,1863.1229,2106.4436,2303.713,2028.5867,1647.542
2091,1978.6531,1517.9197,2083.7131,2183.0015,2225.5918,1739.4858,2047.1465,1516.1,1867.1547,1828.2606,1438.0712,2169.9023,2211.7485,1950.825,1487.675,1992.5027,1653.9878,1927.9728,1525.0018,2215.377,2174.4463,1843.0457,2048.0422,2141.5945,1502.2123,2633.236,2334.483,2098.4717,1900.2896,2189.1592,2355.1194,2155.9639,1814.4252,2378.5237,1895.0665,2348.32,2368.0708,1916.8568,1287.789,2116.101,2108.9841,1851.229,1385.2688,2018.628,1865.8727,1590.8516,1172.9241,2243.0244,1989.8773,1473.4326,1355.8533,2343.0059,1949.7695,1844.2583,1560.4962,2496.1973,1841.0448,1599.1182,2267.608,2224.898,1452.3182,2575.2078,2511.743,1985.3038,1823.4668,2154.7324,2054.8435,1753.8429,1624.8186
2092,1718.2692,1554.8657,2405.3774,2032.7148,2178.3716,1819.5819,2206.7214,1017.8371,2073.4773,1908.5024,1595.3826,2120.1238,2122.8289,1942.3715,1845.6718,2115.4907,1585.2332,2053.0156,1313.4471,2206.5896,2122.662,1800.7322,2239.1943,1936.7104,1572.8992,2157.3315,1991.4257,2058.9856,1814.3175,2199.4062,2555.5334,2054.7058,1810.0732,2136.1018,2092.3042,2507.9397,1629.4957,1948.5349,1306.6848,2210.3591,1849.2102,2050.2043,1688.0933,2076.933,1947.1552,1565.0559,1211.6799,1988.935,1989.1482,1641.0497,1287.7788,2251.3582,2073.5232,1903.9865,1468.9579,2545.4045,1684.7466,1482.5575,2536.134,2307.8418,1812.0691,2601.8923,2589.8723,2351.0923,2025.2686,2373.6104,1693.2786,1984.7747,1637.2307
2093,1848.9688,1452.7114,2465.3335,2212.162,2359.2905,1773.7213,1856.3097,1396.5221,2470.9333,2013.9185,1428.1881,2257.073,2271.183,1766.604,1578.4136,1602.6738,1378.4557,2174.4055,2036.1434,2528.6064,2153.1685,1510.0603,2063.065,1694.8242,1612.1924,2302.8367,2255.4285,1944.1313,1453.1418,2479.8115,2323.9688,1989.7634,2019.3198,2237.7397,1920.812,2252.7112,1852.3448,1777.6201,1503.9713,2273.742,2121.3877,1918.3939,1463.8359,2320.7761,1740.3826,1867.2529,1381.4191,1887.4658,1866.1317,1604.6543,1656.6274,2092.0347,1831.7327,1816.9801,1409.3108,2259.4766,1877.2915,1790.6342,2709.0923,1867.2101,1507.01,2241.4565,2046.3644,2235.2603,1796.1704,2265.3416,1873.446,1822.9832,1381.7487
2094,1849.3027,1363.8644,2301.9038,2247.1738,2433.9124,1787.6888,1907.2871,1050.1318,2371.1472,1828.9027,1394.7758,2368.4868,2002.2091,1857.6724,1627.4717,1996.8474,1786.7672,2018.375,1473.5798,2112.264,1926.9152,1788.9778,1795.9607,1872.3403,1499.4377,2243.9148,2353.416,1843.8184,1753.1458,2481.2834,2300.8455,2069.4902,1816.3354,2289.9487,1878.0133,2193.4316,2090.1418,1977.9341,1813.743,2303.916,2099.4343,2163.6116,1553.1763,2296.4783,1552.7484,1544.1587,1195.264,1987.6364,2051.157,1765.9863,1120.0837,2182.6328,1846.6979,1490.386,1335.3492,2323.6113,2511.7812,1669.2048,2408.3474,1714.3314,1275.5845,2308.8772,2177.168,1845.3071,2019.8318,1950.9088,2031.0181,1891.8538,1132.7043
2095,1788.693,1366.8055,2550.515,2324.834,2355.9421,1602.573,1690.06,1343.3033,2508.4326,2020.1625,1471.9606,2346.4255,2129.7554,2182.5784,1433.1677,1983.2661,1497.5544,1674.2079,1604.3806,2144.6116,2211.7722,1531.8438,2014.3187,1458.468,1699.3561,2636.355,1919.3207,2356.947,1881.5305,2406.875,2463.4753,2063.497,2203.6646,2131.8044,2167.912,2363.1917,1911.3396,1711.2812,1492.1058,2139.7986,1937.6151,1959.8583,1794.9233,2063.5435,1677.1293,1542.0813,1489.1665,2402.7234,1870.3372,1774.4211,1298.2668,2111.7952,2014.927,1801.5259,1556.5782,2339.2585,1895.6313,1980.6877,2641.3118,2322.6382,1330.4199,2514.3652,2361.2207,2279.934,2020.5938,2264.458,2016.1908,1679.1439,1644.164
2096,1381.3738,1230.171,2194.2646,2291.259,2406.227,1621.9834,2246.505,1245.1017,2135.2944,1798.7184,1429.2189,2011.1788,2017.7681,2060.08,1800.3738,2036.741,1654.3469,2198.3252,1625.1202,2461.3503,2090.945,1706.4213,1800.4105,1891.9277,1404.7213,2315.4346,2311.1494,2066.5532,1660.3546,2267.6045,2218.1836,2010.8413,1832.8452,2284.244,1833.6155,2353.2976,2111.658,1635.5985,1508.2521,2543.133,1822.8867,2029.2493,1491.1882,2234.123,1688.6206,1587.4532,1350.9838,2133.2185,1762.4724,1415.1515,1296.0474,2444.0725,1802.673,2263.2285,1576.4646,2282.4714,2055.6719,1456.1024,2218.2021,2050.8184,1577.5559,2328.305,2367.1057,2096.985,2026.1917,2523.3706,2091.3726,1820.3047,1534.6011
2097,1900.6567,1443.8109,2273.4907,2231.2417,2252.5007,1947.1964,1827.6641,1274.1001,2195.3206,1647.8295,1061.4252,2421.7178,1527.8856,1990.505,1138.8236,2069.0034,1929.5966,1981.442,1815.2078,2372.8662,1872.1731,1480.1521,2085.878,1851.1238,1383.8594,2469.3582,2068.802,2084.032,1791.9016,2409.3823,1982.4728,2087.055,1795.2668,2356.1162,2074.1465,2266.803,1727.069,1716.5432,1496.3395,2467.3806,1962.3655,1711.5255,1677.8896,2120.3042,1879.2612,1588.1605,1191.735,1754.2972,1827.8954,1552.2842,1300.8693,2293.1206,1759.7339,1609.418,1391.2646,2684.6956,1853.2467,1590.3145,2071.2202,1977.6346,1597.9774,2679.8186,2420.1912,2115.7712,2184.1274,2243.0266,1807.2738,1458.9606,1472.1967
2098,1613.1173,1527.4335,2652.3274,2206.8184,2004.28,1970.0315,1789.1995,1502.2365,2123.2625,1874.1642,1657.3503,2506.729,1530.6885,2080.1853,1827.8907,1484.2689,1354.8025,2060.509,1447.6825,1982.0564,1962.547,1566.7635,2180.155,1858.0354,1525.868,2235.0151,2032.6229,1966.6829,1749.9247,2262.2761,2127.4182,2339.994,1831.8162,2274.365,1940.0199,1976.1693,2223.4148,2050.4133,1316.2784,2284.151,1997.3983,2225.4492,1369.2616,2440.6643,1994.6001,1432.1256,1164.078,2064.031,1701.8224,1689.635,1246.7281,2223.483,1854.0665,1902.021,1584.2006,2481.8591,1979.4584,1855.779,2135.177,2497.573,1971.6534,2424.429,2416.084,2025.0856,1675.4781,2234.6204,2417.955,2120.04,1622.3009
2099,1837.2765,1427.479,2301.2488,1895.5061,2145.22,1603.7028,1722.3573,1363.4348,2107.8308,2274.9822,1725.2029,2207.4172,2037.4602,1830.5717,1465.1222,1926.1682,1466.5823,1920.1295,1581.9316,2165.6758,1838.5582,1541.2185,2198.5312,1773.7518,1469.5393,2557.007,2325.8652,1958.0953,1518.4282,2251.271,2167.534,2318.531,1651.2871,2424.904,1488.1826,2131.7812,1453.6765,1774.205,1411.3788,2483.5344,1994.973,1894.3925,1433.6968,1913.9193,1708.4459,1502.4873,1189.5604,2176.6035,2158.2295,1816.5685,1416.1067,2145.432,1586.0287,1702.5267,1422.3722,2201.911,1831.3065,1599.504,2459.2273,1777.1152,1489.5072,2120.382,2193.5022,2126.534,1849.223,2420.3672,1834.1908,1963.482,1651.7091
