year,rcp45median,rcp45min,rcp45max,rcp45p10,rcp45p90,rcp85median,rcp85min,rcp85max,rcp85p10,rcp85p90
2006,3.061,0.830,14.077,1.145,5.061,2.250,0.668,9.873,1.121,3.956
2007,3.013,0.710,5.255,0.784,4.926,2.914,0.598,7.178,1.291,5.274
2008,3.137,0.600,9.896,0.915,7.891,2.978,1.381,10.619,1.641,6.813
2009,3.042,0.352,6.908,0.959,5.505,2.333,0.477,6.137,1.332,4.374
2010,2.339,0.182,5.192,0.984,3.493,2.525,0.690,7.263,1.455,5.194
2011,3.010,0.772,9.074,1.352,4.952,2.289,0.624,7.350,0.884,5.236
2012,3.258,0.000,9.382,1.044,7.356,4.026,0.165,7.537,1.082,7.192
2013,1.982,0.578,5.863,0.732,4.520,2.872,0.260,7.058,1.107,4.654
2014,3.652,0.886,8.488,1.450,7.669,4.006,0.210,12.492,1.940,7.008
2015,3.131,0.852,6.173,1.651,5.235,3.876,1.234,8.803,1.959,6.575
2016,3.138,1.413,8.257,1.949,5.862,2.952,0.453,6.213,1.589,5.401
2017,3.005,0.411,9.972,0.905,5.626,4.097,0.873,8.010,1.547,6.777
2018,3.973,0.604,7.850,1.982,5.765,2.493,0.873,6.313,1.242,4.786
2019,3.124,0.070,7.330,1.465,4.610,3.004,1.222,6.235,1.689,4.561
2020,2.630,0.578,7.589,0.933,4.481,3.118,0.076,7.422,1.370,5.491
2021,2.846,0.390,6.700,1.093,4.775,3.370,0.260,9.891,0.950,7.533
2022,3.240,0.917,6.574,1.476,6.413,2.340,0.450,6.445,0.708,5.618
2023,3.503,1.523,9.380,1.687,5.833,3.542,0.696,7.204,1.889,6.537
2024,3.207,0.534,12.699,1.174,6.612,3.303,1.311,6.152,2.084,5.098
2025,3.228,0.656,7.999,1.339,7.619,3.814,1.040,7.693,1.414,6.787
2026,4.254,0.898,11.224,1.520,8.109,3.480,1.228,7.259,1.789,6.374
2027,3.333,1.220,7.570,1.286,6.759,3.816,1.195,10.008,2.291,6.685
2028,2.495,0.274,6.136,1.343,4.631,3.244,0.258,6.497,1.319,5.614
2029,3.226,1.354,8.043,1.675,7.077,3.071,1.386,8.751,1.583,7.840
2030,2.524,0.578,13.333,1.275,5.946,3.704,1.346,14.817,2.440,6.977
2031,2.831,1.330,6.794,1.992,5.856,4.883,0.452,7.738,2.172,6.916
2032,3.846,1.566,7.301,1.747,6.312,3.568,0.971,9.367,1.970,8.171
2033,3.844,0.337,7.549,1.677,7.096,3.499,1.170,13.589,1.537,8.107
2034,2.878,0.822,7.469,1.557,5.589,3.244,0.155,7.950,1.773,7.284
2035,3.062,0.712,7.844,1.969,5.363,4.873,1.475,14.635,1.849,8.410
2036,4.009,0.720,7.742,1.354,5.897,4.325,0.528,7.466,1.996,6.401
2037,4.148,0.975,16.176,2.414,7.885,3.253,1.070,11.050,1.782,7.789
2038,3.942,0.656,8.198,1.064,6.294,4.561,1.001,19.721,2.534,8.545
2039,3.211,0.966,8.233,1.484,6.676,4.535,1.888,13.810,2.375,8.645
2040,3.543,0.714,8.982,1.466,8.177,4.502,1.596,9.811,2.338,9.075
2041,3.865,1.425,7.317,1.763,6.127,5.017,1.565,14.281,1.938,11.116
2042,3.499,1.362,8.586,1.884,6.307,4.394,1.334,6.941,2.293,6.759
2043,3.596,1.754,14.953,1.945,8.012,5.430,0.545,12.184,1.393,10.964
2044,3.561,1.406,12.080,2.166,9.817,4.058,0.943,10.202,2.055,8.057
2045,3.468,0.617,11.704,1.303,8.753,5.033,1.883,9.700,2.530,6.896
2046,3.207,0.588,10.042,1.120,5.098,4.838,1.663,13.491,1.974,8.950
2047,3.867,1.086,10.638,1.457,7.844,4.307,1.312,15.621,2.047,7.935
2048,4.217,2.001,10.920,2.388,9.082,5.481,1.946,18.382,2.528,10.124
2049,4.366,0.967,9.851,1.542,8.416,6.080,0.990,10.589,2.634,7.660
2050,4.524,0.704,12.541,2.711,9.454,4.633,1.168,23.165,3.091,11.378
2051,4.432,1.518,14.250,2.262,7.310,5.272,2.212,13.950,3.169,10.428
2052,5.030,1.854,10.545,2.329,8.749,6.119,1.687,18.390,2.925,13.830
2053,4.311,1.377,15.322,2.650,9.068,6.659,2.664,14.321,3.852,12.079
2054,5.853,1.993,10.441,3.083,8.121,5.377,1.293,13.711,2.978,11.659
2055,4.762,1.889,9.659,3.268,7.224,5.681,2.015,17.926,3.558,9.736
2056,4.818,1.885,11.990,3.087,9.576,6.578,2.869,19.351,4.451,12.227
2057,4.640,0.265,13.853,2.204,7.705,5.623,1.977,19.434,3.864,11.777
2058,4.478,1.097,9.959,2.907,6.531,5.167,2.015,14.487,2.599,12.357
2059,4.359,1.003,12.329,1.426,7.586,6.339,2.840,12.622,3.882,9.955
2060,5.133,1.131,9.396,2.986,7.124,7.145,1.112,21.011,4.167,13.245
2061,4.984,2.518,17.571,3.494,8.878,5.653,1.184,20.952,2.811,9.087
2062,4.368,1.131,24.361,2.484,9.614,6.288,1.680,15.904,3.458,11.738
2063,4.007,0.934,11.137,2.505,10.420,5.836,1.416,19.841,3.448,14.244
2064,5.068,1.313,12.965,1.875,9.705,7.881,1.132,15.041,3.542,11.273
2065,4.330,0.664,12.492,1.649,9.197,8.234,4.248,22.887,5.693,16.447
2066,4.648,2.242,10.544,2.459,6.888,8.906,4.299,25.790,5.045,18.392
2067,4.834,2.588,17.775,2.986,7.001,8.280,1.587,26.372,3.601,17.302
2068,5.142,1.214,11.921,2.735,7.631,7.079,3.295,24.128,4.345,12.801
2069,5.039,0.741,20.764,2.720,14.001,7.918,2.334,21.777,4.980,15.494
2070,5.544,1.756,13.734,2.255,10.145,7.531,3.560,19.438,4.472,16.281
2071,7.437,1.378,15.341,2.927,12.656,7.612,3.436,27.959,4.073,22.768
2072,6.139,1.172,14.363,2.654,10.288,9.286,2.321,38.511,4.824,17.234
2073,5.949,0.633,12.429,2.495,10.048,9.066,3.074,20.071,4.942,17.465
2074,3.392,1.894,25.955,2.389,9.448,6.396,3.502,14.963,4.794,9.361
2075,5.667,1.808,10.573,2.502,8.135,9.286,2.500,26.275,3.091,17.129
2076,4.561,1.991,15.850,2.883,13.429,7.568,3.184,27.480,4.501,19.931
2077,4.960,2.196,11.956,2.676,9.515,10.123,1.787,25.317,4.542,19.159
2078,4.783,2.561,16.882,2.953,11.282,9.485,3.869,37.478,5.216,22.789
2079,4.898,3.351,14.956,3.466,10.589,9.133,3.270,27.987,5.206,17.530
2080,5.845,2.532,14.324,3.750,10.932,9.574,2.278,35.502,6.972,20.864
2081,6.253,0.822,13.440,2.518,9.834,13.685,3.501,35.599,4.655,18.862
2082,5.202,2.456,11.703,2.708,9.126,12.719,3.359,24.966,6.137,20.835
2083,5.074,1.458,15.183,2.375,11.087,10.220,2.573,39.827,6.318,22.804
2084,5.672,2.518,16.057,3.263,12.823,13.193,3.204,32.652,5.937,23.936
2085,5.403,1.833,14.242,2.736,10.796,13.703,4.366,29.663,5.681,24.867
2086,5.823,1.304,13.529,3.651,9.468,15.542,4.320,46.575,6.141,20.856
2087,4.790,0.828,12.483,2.037,8.160,12.180,4.237,35.572,6.708,26.800
2088,5.909,1.142,12.148,2.043,11.035,11.698,3.187,27.594,8.174,21.573
2089,6.954,2.199,21.880,2.516,11.751,12.368,5.087,40.794,6.830,29.497
2090,5.142,1.559,14.260,2.713,9.042,15.972,5.231,31.616,6.890,30.840
2091,5.740,2.439,11.675,3.092,9.706,13.881,4.613,37.168,6.009,22.929
2092,5.816,1.552,11.344,3.013,9.351,17.973,3.475,43.153,8.800,27.969
2093,4.670,2.509,14.588,2.757,7.039,14.570,3.376,38.844,7.584,25.038
2094,5.726,2.390,16.017,3.176,9.685,12.165,2.425,52.409,5.945,40.409
2095,5.443,3.075,14.514,3.585,13.393,12.073,5.787,38.984,8.506,34.427
2096,5.755,3.337,12.678,3.549,8.168,13.309,5.836,34.363,6.111,28.099
2097,5.465,2.391,22.009,3.422,13.382,14.655,6.463,35.805,8.238,28.484
2098,6.845,1.990,22.813,2.452,11.054,13.647,5.808,46.733,7.632,29.831
2099,6.397,2.907,15.673,3.891,10.169,14.834,4.257,54.500,5.988,42.011
